pmc_id,pmc_url,title,doi,pmid,journal,year
PMC3613715,https://pmc.ncbi.nlm.nih.gov/articles/PMC3613715/,Prion-like spreading of pathological α-synuclein in brain,10.1093/brain/awt037,23466394,Brain,2013
PMC3615658,https://pmc.ncbi.nlm.nih.gov/articles/PMC3615658/,Physiological release of endogenous tau is stimulated by neuronal activity,10.1038/embor.2013.15,23412472,EMBO Reports,2013
PMC3620049,https://pmc.ncbi.nlm.nih.gov/articles/PMC3620049/,Functional Impairment of Microglia Coincides with Beta-Amyloid Deposition in Mice with Alzheimer-Like Pathology,10.1371/journal.pone.0060921,23577177,PLoS ONE,2013
PMC3623032,https://pmc.ncbi.nlm.nih.gov/articles/PMC3623032/,Distinct patterns of APP processing in the CNS in autosomal-dominant and sporadic Alzheimer disease,10.1007/s00401-012-1062-9,23224319,Acta Neuropathologica,2012
PMC3627983,https://pmc.ncbi.nlm.nih.gov/articles/PMC3627983/,Origin and differentiation of microglia,10.3389/fncel.2013.00045,23616747,Frontiers in Cellular Neuroscience,2013
PMC3632747,https://pmc.ncbi.nlm.nih.gov/articles/PMC3632747/,Factors regulating microglia activation,10.3389/fncel.2013.00044,23630462,Frontiers in Cellular Neuroscience,2013
PMC3637064,https://pmc.ncbi.nlm.nih.gov/articles/PMC3637064/,Enrichr: interactive and collaborative HTML5 gene list enrichment analysis tool,10.1186/1471-2105-14-128,23586463,BMC Bioinformatics,2013
PMC3639398,https://pmc.ncbi.nlm.nih.gov/articles/PMC3639398/,Stress granules as crucibles of ALS pathogenesis,10.1083/jcb.201302044,23629963,The Journal of Cell Biology,2013
PMC3640999,https://pmc.ncbi.nlm.nih.gov/articles/PMC3640999/,In vivo measurement of apolipoprotein E from the brain interstitial fluid using microdialysis,10.1186/1750-1326-8-13,23601557,Molecular Neurodegeneration,2013
PMC3657692,https://pmc.ncbi.nlm.nih.gov/articles/PMC3657692/,"Duplication of amyloid precursor protein (APP), but not prion protein (PRNP) gene is a significant cause of early onset dementia in a large UK series",10.1016/j.neurobiolaging.2010.10.010,21193246,Neurobiology of Aging,2012
PMC3664422,https://pmc.ncbi.nlm.nih.gov/articles/PMC3664422/,Quality control parameters on a large dataset of regionally dissected human control brains for whole genome expression studies,10.1111/j.1471-4159.2011.07432.x,21848658,Journal of Neurochemistry,2011
PMC3664803,https://pmc.ncbi.nlm.nih.gov/articles/PMC3664803/,"The Subread aligner: fast, accurate and scalable read mapping by seed-and-vote",10.1093/nar/gkt214,23558742,Nucleic Acids Research,2013
PMC3671973,https://pmc.ncbi.nlm.nih.gov/articles/PMC3671973/,Conformational templating of α-synuclein aggregates in neuronal-glial cultures,10.1186/1750-1326-8-17,23714769,Molecular Neurodegeneration,2013
PMC3681325,https://pmc.ncbi.nlm.nih.gov/articles/PMC3681325/,α-Synucleinopathy associated with G51D SNCA mutation: a link between Parkinson’s disease and multiple system atrophy?,10.1007/s00401-013-1096-7,23404372,Acta Neuropathologica,2013
PMC3690181,https://pmc.ncbi.nlm.nih.gov/articles/PMC3690181/,Robust cytoplasmic accumulation of phosphorylated TDP-43 in transgenic models of tauopathy,10.1007/s00401-013-1123-8,23666556,Acta Neuropathologica,2013
PMC3690530,https://pmc.ncbi.nlm.nih.gov/articles/PMC3690530/,RELION: Implementation of a Bayesian approach to cryo-EM structure determination,10.1016/j.jsb.2012.09.006,23000701,Journal of Structural Biology,2012
PMC3691612,https://pmc.ncbi.nlm.nih.gov/articles/PMC3691612/,TREM2 in neurodegeneration: evidence for association of the p.R47H variant with frontotemporal dementia and Parkinson’s disease,10.1186/1750-1326-8-19,23800361,Molecular Neurodegeneration,2013
PMC3692458,https://pmc.ncbi.nlm.nih.gov/articles/PMC3692458/,Capsid Serotype and Timing of Injection Determines AAV Transduction in the Neonatal Mice Brain,10.1371/journal.pone.0067680,23825679,PLoS ONE,2013
PMC3696910,https://pmc.ncbi.nlm.nih.gov/articles/PMC3696910/,The Importance of Tau Phosphorylation for Neurodegenerative Diseases,10.3389/fneur.2013.00083,23847585,Frontiers in Neurology,2013
PMC3699502,https://pmc.ncbi.nlm.nih.gov/articles/PMC3699502/,A Luminex Assay Detects Amyloid β Oligomers in Alzheimer’s Disease Cerebrospinal Fluid,10.1371/journal.pone.0067898,23844122,PLoS ONE,2013
PMC3706780,https://pmc.ncbi.nlm.nih.gov/articles/PMC3706780/,Genes and pathways underlying regional and cell type changes in Alzheimer's disease,10.1186/gm452,23705665,Genome Medicine,2013
PMC3707057,https://pmc.ncbi.nlm.nih.gov/articles/PMC3707057/,Modeling the heterogeneity in risk of progression to Alzheimer's disease across cognitive profiles in mild cognitive impairment,10.1186/alzrt168,23497709,Alzheimer's Research & Therapy,2013
PMC3709915,https://pmc.ncbi.nlm.nih.gov/articles/PMC3709915/,Best Practices and Joint Calling of the HumanExome BeadChip: The CHARGE Consortium,10.1371/journal.pone.0068095,23874508,PLoS ONE,2013
PMC3713518,https://pmc.ncbi.nlm.nih.gov/articles/PMC3713518/,Structure-based discovery of fiber-binding compounds that reduce the cytotoxicity of amyloid beta,10.7554/eLife.00857,23878726,eLife,2013
PMC3715864,https://pmc.ncbi.nlm.nih.gov/articles/PMC3715864/,Bace1 and Neuregulin-1 cooperate to control formation and maintenance of muscle spindles,10.1038/emboj.2013.146,23792428,The EMBO Journal,2013
PMC3721477,https://pmc.ncbi.nlm.nih.gov/articles/PMC3721477/,Caudo-rostral brain spreading of α-synuclein through vagal connections,10.1002/emmm.201302475,23703938,EMBO Molecular Medicine,2013
PMC3753484,https://pmc.ncbi.nlm.nih.gov/articles/PMC3753484/,Modeling key pathological features of frontotemporal dementia with C9ORF72 repeat expansion in iPSC-derived human neurons,10.1007/s00401-013-1149-y,23836290,Acta Neuropathologica,2013
PMC3779219,https://pmc.ncbi.nlm.nih.gov/articles/PMC3779219/,Increased Neurofilament Light Chain Blood Levels in Neurodegenerative Neurological Diseases,10.1371/journal.pone.0075091,24073237,PLoS ONE,2013
PMC3792042,https://pmc.ncbi.nlm.nih.gov/articles/PMC3792042/,Characterization of Novel CSF Tau and ptau Biomarkers for Alzheimer’s Disease,10.1371/journal.pone.0076523,24116116,PLoS ONE,2013
PMC3795312,https://pmc.ncbi.nlm.nih.gov/articles/PMC3795312/,Biomarker-based prediction of progression in MCI: Comparison of AD signature and hippocampal volume with spinal fluid amyloid-β and tau,10.3389/fnagi.2013.00055,24130528,Frontiers in Aging Neuroscience,2013
PMC3799583,https://pmc.ncbi.nlm.nih.gov/articles/PMC3799583/,Alteration of the microRNA network during the progression of Alzheimer's disease,10.1002/emmm.201201974,24014289,EMBO Molecular Medicine,2013
PMC3819320,https://pmc.ncbi.nlm.nih.gov/articles/PMC3819320/,Quantitative Analysis of PiB-PET with FreeSurfer ROIs,10.1371/journal.pone.0073377,24223109,PLoS ONE,2013
PMC3826637,https://pmc.ncbi.nlm.nih.gov/articles/PMC3826637/,Structural and functional characterization of two alpha-synuclein strains,10.1038/ncomms3575,24108358,Nature Communications,2013
PMC3830741,https://pmc.ncbi.nlm.nih.gov/articles/PMC3830741/,Antisense transcripts of the expanded C9ORF72 hexanucleotide repeat form nuclear RNA foci and undergo repeat-associated non-ATG translation in c9FTD/ALS,10.1007/s00401-013-1192-8,24129584,Acta Neuropathologica,2013
PMC3830745,https://pmc.ncbi.nlm.nih.gov/articles/PMC3830745/,C9orf72 frontotemporal lobar degeneration is characterised by frequent neuronal sense and antisense RNA foci,10.1007/s00401-013-1200-z,24170096,Acta Neuropathologica,2013
PMC3832488,https://pmc.ncbi.nlm.nih.gov/articles/PMC3832488/,Epistatic Genetic Effects among Alzheimer’s Candidate Genes,10.1371/journal.pone.0080839,24260488,PLoS ONE,2013
PMC3834153,https://pmc.ncbi.nlm.nih.gov/articles/PMC3834153/,High-resolution noise substitution to measure overfitting and validate resolution in 3D structure determination by single particle electron cryomicroscopy☆,10.1016/j.ultramic.2013.06.004,23872039,Ultramicroscopy,2013
PMC3849235,https://pmc.ncbi.nlm.nih.gov/articles/PMC3849235/,Genetic Correction of Tauopathy Phenotypes in Neurons Derived from Human Induced Pluripotent Stem Cells,10.1016/j.stemcr.2013.08.001,24319659,Stem Cell Reports,2013
PMC3857946,https://pmc.ncbi.nlm.nih.gov/articles/PMC3857946/,Acetylation of the KXGS motifs in tau is a critical determinant in modulation of tau aggregation and clearance,10.1093/hmg/ddt402,23962722,Human Molecular Genetics,2013
PMC3871290,https://pmc.ncbi.nlm.nih.gov/articles/PMC3871290/,"Integration and relative value of biomarkers for prediction of MCI to AD progression: Spatial patterns of brain atrophy, cognitive scores, APOE genotype and CSF biomarkers☆☆☆",10.1016/j.nicl.2013.11.010,24371799,NeuroImage : Clinical,2013
PMC3875855,https://pmc.ncbi.nlm.nih.gov/articles/PMC3875855/,Characterizing the genetic basis of transcriptome diversity through RNA-sequencing of 922 individuals,10.1101/gr.155192.113,24092820,Genome Research,2014
PMC3885572,https://pmc.ncbi.nlm.nih.gov/articles/PMC3885572/,Characterization and Molecular Profiling of PSEN1 Familial Alzheimer's Disease iPSC-Derived Neural Progenitors,10.1371/journal.pone.0084547,24416243,PLoS ONE,2014
PMC3887256,https://pmc.ncbi.nlm.nih.gov/articles/PMC3887256/,Structural Interactions between Inhibitor and Substrate Docking Sites Give Insight into Mechanisms of Human PS1 Complexes,10.1016/j.str.2013.09.018,24210759,"Structure(London, England:1993)",2014
PMC3891487,https://pmc.ncbi.nlm.nih.gov/articles/PMC3891487/,Clinical epidemiology of Alzheimer’s disease: assessing sex and gender differences,10.2147/CLEP.S37929,24470773,Clinical Epidemiology,2014
PMC3893373,https://pmc.ncbi.nlm.nih.gov/articles/PMC3893373/,Clinical and multimodal biomarker correlates of ADNI neuropathological findings,10.1186/2051-5960-1-65,24252435,Acta Neuropathologica Communications,2013
PMC3893396,https://pmc.ncbi.nlm.nih.gov/articles/PMC3893396/,Tau pathology induces loss of GABAergic interneurons leading to altered synaptic plasticity and behavioral impairments,10.1186/2051-5960-1-34,24252661,Acta Neuropathologica Communications,2013
PMC3893535,https://pmc.ncbi.nlm.nih.gov/articles/PMC3893535/,Extensive deamidation at asparagine residue 279 accounts for weak immunoreactivity of tau with RD4 antibody in Alzheimer’s disease brain,10.1186/2051-5960-1-54,24252707,Acta Neuropathologica Communications,2013
PMC3898141,https://pmc.ncbi.nlm.nih.gov/articles/PMC3898141/,"The Human Gene Mutation Database: building a comprehensive mutation repository for clinical and molecular genetics, diagnostic testing and personalized genomic medicine",10.1007/s00439-013-1358-4,24077912,Human Genetics,2013
PMC3898154,https://pmc.ncbi.nlm.nih.gov/articles/PMC3898154/,Effect of socioeconomic disparities on incidence of dementia among biracial older adults: prospective study,10.1136/bmj.f7051,24355614,The BMJ,2013
PMC3901574,https://pmc.ncbi.nlm.nih.gov/articles/PMC3901574/,Direct Observation of Heterogeneous Amyloid Fibril Growth Kinetics via Two-Color Super-Resolution Microscopy,10.1021/nl4041093,24303845,Nano Letters,2013
PMC3906607,https://pmc.ncbi.nlm.nih.gov/articles/PMC3906607/,A two-decade comparison of prevalence of dementia in individuals aged 65 years and older from three geographical areas of England: results of the Cognitive Function and Ageing Study I and II,10.1016/S0140-6736(13)61570-6,23871492,"Lancet (London, England)",2013
PMC3920563,https://pmc.ncbi.nlm.nih.gov/articles/PMC3920563/,Transferrin receptor (TfR) trafficking determines brain uptake of TfR antibody affinity variants,10.1084/jem.20131660,24470444,The Journal of Experimental Medicine,2014
PMC3928520,https://pmc.ncbi.nlm.nih.gov/articles/PMC3928520/,Causal analysis approaches in Ingenuity Pathway Analysis,10.1093/bioinformatics/btt703,24336805,Bioinformatics,2013
PMC3945879,https://pmc.ncbi.nlm.nih.gov/articles/PMC3945879/,Pericyte loss influences Alzheimer-like neurodegeneration in mice,10.1038/ncomms3932,24336108,Nature Communications,2013
PMC3949564,https://pmc.ncbi.nlm.nih.gov/articles/PMC3949564/,Neuronal activity regulates extracellular tau in vivo,10.1084/jem.20131685,24534188,The Journal of Experimental Medicine,2014
PMC3950668,https://pmc.ncbi.nlm.nih.gov/articles/PMC3950668/,Systematic discovery and characterization of regulatory motifs in ENCODE TF binding experiments,10.1093/nar/gkt1249,24335146,Nucleic Acids Research,2013
PMC3965119,https://pmc.ncbi.nlm.nih.gov/articles/PMC3965119/,"The NHGRI GWAS Catalog, a curated resource of SNP-trait associations",10.1093/nar/gkt1229,24316577,Nucleic Acids Research,2013
PMC3975152,https://pmc.ncbi.nlm.nih.gov/articles/PMC3975152/,Microglia receptors and their implications in the response to amyloid β for Alzheimer’s disease pathogenesis,10.1186/1742-2094-11-48,24625061,Journal of Neuroinflammation,2014
PMC3988951,https://pmc.ncbi.nlm.nih.gov/articles/PMC3988951/,Insights into TREM2 biology by network analysis of human brain gene expression data,10.1016/j.neurobiolaging.2013.05.001,23855984,Neurobiology of Aging,2013
PMC3995906,https://pmc.ncbi.nlm.nih.gov/articles/PMC3995906/,"Homogenous 96-Plex PEA Immunoassay Exhibiting High Sensitivity, Specificity, and Excellent Scalability",10.1371/journal.pone.0095192,24755770,PLoS ONE,2014
PMC4000136,https://pmc.ncbi.nlm.nih.gov/articles/PMC4000136/,Parkin is activated by PINK1-dependent phosphorylation of ubiquitin at Ser65,10.1042/BJ20140334,24660806,Biochemical Journal,2014
PMC4008258,https://pmc.ncbi.nlm.nih.gov/articles/PMC4008258/,Neuronal injury biomarkers and prognosis in ADNI subjects with normal cognition,10.1186/2051-5960-2-26,24602322,Acta Neuropathologica Communications,2014
PMC4019841,https://pmc.ncbi.nlm.nih.gov/articles/PMC4019841/,HSV-1 and Alzheimer’s disease: more than a hypothesis,10.3389/fphar.2014.00097,24847267,Frontiers in Pharmacology,2014
PMC4022491,https://pmc.ncbi.nlm.nih.gov/articles/PMC4022491/,Bayesian Test for Colocalisation between Pairs of Genetic Association Studies Using Summary Statistics,10.1371/journal.pgen.1004383,24830394,PLoS Genetics,2014
PMC4031619,https://pmc.ncbi.nlm.nih.gov/articles/PMC4031619/,Axonal BACE1 dynamics and targeting in hippocampal neurons: a role for Rab11 GTPase,10.1186/1750-1326-9-1,24386896,Molecular Neurodegeneration,2014
PMC4046113,https://pmc.ncbi.nlm.nih.gov/articles/PMC4046113/,ER–mitochondria associations are regulated by the VAPB–PTPIP51 interaction and are disrupted by ALS/FTD-associated TDP-43,10.1038/ncomms4996,24893131,Nature Communications,2014
PMC4049310,https://pmc.ncbi.nlm.nih.gov/articles/PMC4049310/,"C9ORF72, implicated in amytrophic lateral sclerosis and frontotemporal dementia, regulates endosomal trafficking",10.1093/hmg/ddu068,24549040,Human Molecular Genetics,2014
PMC4049806,https://pmc.ncbi.nlm.nih.gov/articles/PMC4049806/,Altered microglial response to Aβ plaques in APPPS1-21 mice heterozygous for TREM2,10.1186/1750-1326-9-20,24893973,Molecular Neurodegeneration,2014
PMC4053721,https://pmc.ncbi.nlm.nih.gov/articles/PMC4053721/,voom: precision weights unlock linear model analysis tools for RNA-seq read counts,10.1186/gb-2014-15-2-r29,24485249,Genome Biology,2014
PMC4053844,https://pmc.ncbi.nlm.nih.gov/articles/PMC4053844/,"TopHat2: accurate alignment of transcriptomes in the presence of insertions, deletions and gene fusions",10.1186/gb-2013-14-4-r36,23618408,Genome Biology,2013
PMC4054967,https://pmc.ncbi.nlm.nih.gov/articles/PMC4054967/,Perspectives on future Alzheimer therapies: amyloid-β protofibrils - a new target for immunotherapy with BAN2401 in Alzheimer’s disease,10.1186/alzrt246,25031633,Alzheimer's Research & Therapy,2014
PMC4055046,https://pmc.ncbi.nlm.nih.gov/articles/PMC4055046/,Truncated and modified amyloid-beta species,10.1186/alzrt258,25031638,Alzheimer's Research & Therapy,2014
PMC4065024,https://pmc.ncbi.nlm.nih.gov/articles/PMC4065024/,Sequestration of multiple RNA recognition motif-containing proteins by C9orf72 repeat expansions,10.1093/brain/awu120,24866055,Brain,2014
PMC4067742,https://pmc.ncbi.nlm.nih.gov/articles/PMC4067742/,Direct Observations of Amyloid β Self-Assembly in Live Cells Provide Insights into Differences in the Kinetics of Aβ(1–40) and Aβ(1–42) Aggregation,10.1016/j.chembiol.2014.03.014,24856820,Chemistry & Biology,2014
PMC4074092,https://pmc.ncbi.nlm.nih.gov/articles/PMC4074092/,Ectosomes: A New Mechanism for Non-Exosomal Secretion of Tau Protein,10.1371/journal.pone.0100760,24971751,PLoS ONE,2014
PMC4079246,https://pmc.ncbi.nlm.nih.gov/articles/PMC4079246/,Alzheimer's Associated β-Amyloid Protein Inhibits Influenza A Virus and Modulates Viral Interactions with Phagocytes,10.1371/journal.pone.0101364,24988208,PLoS ONE,2014
PMC4095696,https://pmc.ncbi.nlm.nih.gov/articles/PMC4095696/,"Alzheimer’s disease drug-development pipeline: few candidates, frequent failures",10.1186/alzrt269,25024750,Alzheimer's Research & Therapy,2014
PMC4103590,https://pmc.ncbi.nlm.nih.gov/articles/PMC4103590/,Trimmomatic: a flexible trimmer for Illumina sequence data,10.1093/bioinformatics/btu170,24695404,Bioinformatics,2014
PMC4107735,https://pmc.ncbi.nlm.nih.gov/articles/PMC4107735/,The hubs of the human connectome are generally implicated in the anatomy of brain disorders,10.1093/brain/awu132,25057133,Brain,2014
PMC4132648,https://pmc.ncbi.nlm.nih.gov/articles/PMC4132648/,A data-driven model of biomarker changes in sporadic Alzheimer's disease,10.1093/brain/awu176,25012224,Brain,2014
PMC4141998,https://pmc.ncbi.nlm.nih.gov/articles/PMC4141998/,Interleukin-6 and C-reactive protein as predictors of cognitive decline in late midlife,10.1212/WNL.0000000000000665,24991031,Neurology,2014
PMC4154667,https://pmc.ncbi.nlm.nih.gov/articles/PMC4154667/,Genome-Wide Association Meta-analysis of Neuropathologic Features of Alzheimer's Disease and Related Dementias,10.1371/journal.pgen.1004606,25188341,PLoS Genetics,2014
PMC4159567,https://pmc.ncbi.nlm.nih.gov/articles/PMC4159567/,Aggregation-prone c9FTD/ALS poly(GA) RAN-translated proteins cause neurotoxicity by inducing ER stress,10.1007/s00401-014-1336-5,25173361,Acta Neuropathologica,2014
PMC4159571,https://pmc.ncbi.nlm.nih.gov/articles/PMC4159571/,C9orf72 FTLD/ALS-associated Gly-Ala dipeptide repeat proteins cause neuronal toxicity and Unc119 sequestration,10.1007/s00401-014-1329-4,25120191,Acta Neuropathologica,2014
PMC4159609,https://pmc.ncbi.nlm.nih.gov/articles/PMC4159609/,Benzodiazepine use and risk of Alzheimer’s disease: case-control study,10.1136/bmj.g5205,25208536,The BMJ,2014
PMC4159666,https://pmc.ncbi.nlm.nih.gov/articles/PMC4159666/,"Accurate Proteome-wide Label-free Quantification by Delayed Normalization and Maximal Peptide Ratio Extraction, Termed MaxLFQ *",10.1074/mcp.M113.031591,24942700,Molecular & Cellular Proteomics : MCP,2014
PMC4172214,https://pmc.ncbi.nlm.nih.gov/articles/PMC4172214/,Early retinal neurodegeneration and impaired Ran-mediated nuclear import of TDP-43 in progranulin-deficient FTLD,10.1084/jem.20140214,25155018,The Journal of Experimental Medicine,2014
PMC4182669,https://pmc.ncbi.nlm.nih.gov/articles/PMC4182669/,Olfactory Dysfunction Predicts 5-Year Mortality in Older Adults,10.1371/journal.pone.0107541,25271633,PLoS ONE,2014
PMC4209049,https://pmc.ncbi.nlm.nih.gov/articles/PMC4209049/,Frequent and symmetric deposition of misfolded tau oligomers within presynaptic and postsynaptic terminals in Alzheimer’s disease,10.1186/s40478-014-0146-2,25330988,Acta Neuropathologica Communications,2014
PMC4214605,https://pmc.ncbi.nlm.nih.gov/articles/PMC4214605/,Integrating Functional Data to Prioritize Causal Variants in Statistical Fine-Mapping Studies,10.1371/journal.pgen.1004722,25357204,PLoS Genetics,2014
PMC4226890,https://pmc.ncbi.nlm.nih.gov/articles/PMC4226890/,The overlap between vascular disease and Alzheimer’s disease - lessons from pathology,10.1186/s12916-014-0206-2,25385447,BMC Medicine,2014
PMC4229098,https://pmc.ncbi.nlm.nih.gov/articles/PMC4229098/,Alzheimer's Therapeutics Targeting Amyloid Beta 1–42 Oligomers I: Abeta 42 Oligomer Binding to Specific Neuronal Receptors Is Displaced by Drug Candidates That Improve Cognitive Deficits,10.1371/journal.pone.0111898,25390368,PLoS ONE,2014
PMC4229119,https://pmc.ncbi.nlm.nih.gov/articles/PMC4229119/,Alzheimer's Therapeutics Targeting Amyloid Beta 1–42 Oligomers II: Sigma-2/PGRMC1 Receptors Mediate Abeta 42 Oligomer Binding and Synaptotoxicity,10.1371/journal.pone.0111899,25390692,PLoS ONE,2014
PMC4238950,https://pmc.ncbi.nlm.nih.gov/articles/PMC4238950/,Epidemic Spreading Model to Characterize Misfolded Proteins Propagation in Aging and Associated Neurodegenerative Disorders,10.1371/journal.pcbi.1003956,25412207,PLoS Computational Biology,2014
PMC4253625,https://pmc.ncbi.nlm.nih.gov/articles/PMC4253625/,SNAP-25 is a promising novel cerebrospinal fluid biomarker for synapse degeneration in Alzheimer’s disease,10.1186/1750-1326-9-53,25418885,Molecular Neurodegeneration,2014
PMC4255655,https://pmc.ncbi.nlm.nih.gov/articles/PMC4255655/,Models of β-amyloid induced Tau-pathology: the long and “folded” road to understand the mechanism,10.1186/1750-1326-9-51,25407337,Molecular Neurodegeneration,2014
PMC4265726,https://pmc.ncbi.nlm.nih.gov/articles/PMC4265726/,Accurate automatic estimation of total intracranial volume: A nuisance variable with less nuisance,10.1016/j.neuroimage.2014.09.034,25255942,Neuroimage,2015
PMC4267230,https://pmc.ncbi.nlm.nih.gov/articles/PMC4267230/,Potential role of orexin and sleep modulation in the pathogenesis of Alzheimer’s disease,10.1084/jem.20141788,25422493,The Journal of Experimental Medicine,2014
PMC4272008,https://pmc.ncbi.nlm.nih.gov/articles/PMC4272008/,"Single-Cell, Genome-wide Sequencing Identifies Clonal Somatic Copy-Number Variation in the Human Brain",10.1016/j.celrep.2014.07.043,25159146,Cell reports,2014
PMC4287950,https://pmc.ncbi.nlm.nih.gov/articles/PMC4287950/,HTSeq—a Python framework to work with high-throughput sequencing data,10.1093/bioinformatics/btu638,25260700,Bioinformatics,2014
PMC4294473,https://pmc.ncbi.nlm.nih.gov/articles/PMC4294473/,Conformation Determines the Seeding Potencies of Native and Recombinant Tau Aggregates,10.1074/jbc.M114.589309,25406315,The Journal of Biological Chemistry,2014
PMC4297413,https://pmc.ncbi.nlm.nih.gov/articles/PMC4297413/,Aβ reduction in BACE1 heterozygous null 5XFAD mice is associated with transgenic APP level,10.1186/1750-1326-10-1,25567526,Molecular Neurodegeneration,2015
PMC4299500,https://pmc.ncbi.nlm.nih.gov/articles/PMC4299500/,Common dysregulation network in the human prefrontal cortex underlies two neurodegenerative diseases,10.15252/msb.20145304,25080494,Molecular Systems Biology,2014
PMC4299601,https://pmc.ncbi.nlm.nih.gov/articles/PMC4299601/,Rapid neurogenesis through transcriptional activation in human stem cells,10.15252/msb.20145508,25403753,Molecular Systems Biology,2014
PMC4302049,https://pmc.ncbi.nlm.nih.gov/articles/PMC4302049/,Moderated estimation of fold change and dispersion for RNA-seq data with DESeq2,10.1186/s13059-014-0550-8,25516281,Genome Biology,2014
PMC4303315,https://pmc.ncbi.nlm.nih.gov/articles/PMC4303315/,Purification of α-Synuclein from Human Brain Reveals an Instability of Endogenous Multimers as the Protein Approaches Purity,10.1021/bi501188a,25490121,Biochemistry,2014
PMC4304694,https://pmc.ncbi.nlm.nih.gov/articles/PMC4304694/,Tools for macromolecular model building and refinement into electron cryo-microscopy reconstructions,10.1107/S1399004714021683,25615868,Acta Crystallographica Section D: Biological Crystallography,2015
PMC4328647,https://pmc.ncbi.nlm.nih.gov/articles/PMC4328647/,An aberrant sugar modification of BACE1 blocks its lysosomal targeting in Alzheimer's disease,10.15252/emmm.201404438,25592972,EMBO Molecular Medicine,2015
PMC4329416,https://pmc.ncbi.nlm.nih.gov/articles/PMC4329416/,Invited review: Frontotemporal dementia caused by microtubule-associated protein tau gene (MAPT) mutations: a chameleon for neuropathology and neuroimaging,10.1111/nan.12213,25556536,Neuropathology and Applied Neurobiology,2015
PMC4337608,https://pmc.ncbi.nlm.nih.gov/articles/PMC4337608/,Genomic mosaicism with increased amyloid precursor protein (APP) gene copy number in single neurons from sporadic Alzheimer's disease brains,10.7554/eLife.05116,25650802,eLife,2015
PMC4339775,https://pmc.ncbi.nlm.nih.gov/articles/PMC4339775/,Vascular and amyloid pathologies are independent predictors of cognitive decline in normal elderly,10.1093/brain/awu393,25595145,Brain,2015
PMC4342193,https://pmc.ncbi.nlm.nih.gov/articles/PMC4342193/,Second-generation PLINK: rising to the challenge of larger and richer datasets,10.1186/s13742-015-0047-8,25722852,GigaScience,2015
PMC4352761,https://pmc.ncbi.nlm.nih.gov/articles/PMC4352761/,Phase Transition of a Disordered Nuage Protein Generates Environmentally Responsive Membraneless Organelles,10.1016/j.molcel.2015.01.013,25747659,Molecular Cell,2015
PMC4354365,https://pmc.ncbi.nlm.nih.gov/articles/PMC4354365/,TREM2 deficiency eliminates TREM2+ inflammatory macrophages and ameliorates pathology in Alzheimer’s disease mouse models,10.1084/jem.20142322,25732305,The Journal of Experimental Medicine,2015
PMC4362699,https://pmc.ncbi.nlm.nih.gov/articles/PMC4362699/,Genetics of Alzheimer’s Disease,10.1007/s13311-014-0295-9,25113539,Neurotherapeutics,2014
PMC4371800,https://pmc.ncbi.nlm.nih.gov/articles/PMC4371800/,Amyloid accelerates tau propagation and toxicity in a model of early Alzheimer’s disease,10.1186/s40478-015-0199-x,25853174,Acta Neuropathologica Communications,2015
PMC4380465,https://pmc.ncbi.nlm.nih.gov/articles/PMC4380465/,UK Biobank: An Open Access Resource for Identifying the Causes of a Wide Range of Complex Diseases of Middle and Old Age,10.1371/journal.pmed.1001779,25826379,PLoS Medicine,2015
PMC4383874,https://pmc.ncbi.nlm.nih.gov/articles/PMC4383874/,"STRING v10: protein–protein interaction networks, integrated over the tree of life",10.1093/nar/gku1003,25352553,Nucleic Acids Research,2014
PMC4383973,https://pmc.ncbi.nlm.nih.gov/articles/PMC4383973/,Gene Ontology Consortium: going forward,10.1093/nar/gku1179,25428369,Nucleic Acids Research,2014
PMC4384027,https://pmc.ncbi.nlm.nih.gov/articles/PMC4384027/,The Mouse Genome Database (MGD): facilitating mouse as a model for human biology and disease,10.1093/nar/gku967,25348401,Nucleic Acids Research,2014
PMC4384391,https://pmc.ncbi.nlm.nih.gov/articles/PMC4384391/,Pro-aggregant Tau impairs mossy fiber plasticity due to structural changes and Ca++ dysregulation,10.1186/s40478-015-0193-3,25853683,Acta Neuropathologica Communications,2015
PMC4399390,https://pmc.ncbi.nlm.nih.gov/articles/PMC4399390/,Historic evidence to support a causal relationship between spirochetal infections and Alzheimer’s disease,10.3389/fnagi.2015.00046,25932012,Frontiers in Aging Neuroscience,2015
PMC4401657,https://pmc.ncbi.nlm.nih.gov/articles/PMC4401657/,MAGMA: Generalized Gene-Set Analysis of GWAS Data,10.1371/journal.pcbi.1004219,25885710,PLoS Computational Biology,2015
PMC4402510,https://pmc.ncbi.nlm.nih.gov/articles/PMC4402510/,limma powers differential expression analyses for RNA-sequencing and microarray studies,10.1093/nar/gkv007,25605792,Nucleic Acids Research,2015
PMC4405349,https://pmc.ncbi.nlm.nih.gov/articles/PMC4405349/,PART is part of Alzheimer disease,10.1007/s00401-015-1390-7,25628035,Acta Neuropathologica,2015
PMC4407190,https://pmc.ncbi.nlm.nih.gov/articles/PMC4407190/,Clinicopathologic and 11C-Pittsburgh compound B implications of Thal amyloid phase across the Alzheimer’s disease spectrum,10.1093/brain/awv050,25805643,Brain,2015
PMC4410663,https://pmc.ncbi.nlm.nih.gov/articles/PMC4410663/,PRSice: Polygenic Risk Score software,10.1093/bioinformatics/btu848,25550326,Bioinformatics,2014
